id,wbId,name,original_en_word_count,improved_en_word_count,improvement_pct,status,error_reason
157838,WB215753,Glengoyne 2011 Private Cask Nr.822,91,114,25.3,success,
157839,WB53814,Glengoyne 25 Years Old,102,107,4.9,success,
157841,WB146661,Glengoyne 21 Years Old Big Red 21,112,113,0.9,success,
157842,WB8100,Glengoyne 28 Years Old Brass Spirit Safe,102,118,15.7,success,
157844,WB53319,Glengoyne 25 Years Old The First Fill,104,108,3.8,success,
157847,WB109919,Glengoyne Cask Strength Batch 006,117,105,-10.3,success,
157848,WB80433,Glengoyne Cask Strength Batch 004,97,111,14.4,success,
157849,WB129724,Glengoyne Cask Strength Batch 007,110,107,-2.7,success,
157852,WB39583,Glengoyne Cask Strength Batch 001,99,108,9.1,success,
157857,WB207959,Glengoyne The Legacy Series Chapter Three,95,112,17.9,success,
157858,WB67979,Glengoyne Teapot Dram Distillery Only Batch 004,86,103,19.8,success,
157859,WB198384,Glengoyne Teapot Dram Distillery Only Batch 008,117,109,-6.8,success,
157860,WB143655,Glengoyne Teapot Dram Distillery Only Batch 007,93,105,12.9,success,
157862,WB86380,Jameson Black Barrel,120,107,-10.8,success,
157863,WB165441,Glengoyne The Legacy Series Chapter Two,116,111,-4.3,success,
157864,WB121250,Jameson 18 Years Old Triple Distilled,87,99,13.8,success,
157865,WB134099,Redbreast Lustau Edition,102,107,4.9,success,
157866,WB134077,Redbreast 12 Years Old Triple Distilled And Matured,94,108,14.9,success,
157869,WB69408,Tullamore Dew Cider Cask Finish,96,111,15.6,success,
157870,WB131308,Writers Tears Double Oak,96,117,21.9,success,
157878,WB15258,Jameson 12 Years Old,108,107,-0.9,success,
157879,WB104845,Jameson Caskmates Ipa Edition,107,119,11.2,success,
157881,WB150025,Jameson Caskmates Outland Limited Edition,105,105,0.0,success,
157883,WB10612,Talisker 30 Years Old Diageo Special Releases 2009,106,108,1.9,success,
157885,WB338,Talisker 30 Years Old Diageo Special Releases 2006,113,114,0.9,success,
157886,WB80542,Jameson Crested,101,108,6.9,success,
157887,WB21689,Bruichladdich 12 Years Old 1998 Micro-Provenance Series Cask Nr.001,100,108,8.0,success,
157890,WB217247,Jameson Single Pot Still,95,112,17.9,success,
157900,WB113308,Method And Madness Single Pot Still Irish Whiskey Finished In Virgin Hungarian Oak,104,115,10.6,success,
157901,WB128641,Bruichladdich 12 Years Old 2006 Micro-Provenance Series Cask Nr.3142,114,116,1.8,success,
157903,WB71470,Midleton 1995 Single Cask Nr.1046,104,100,-3.8,success,
157905,WB239473,Jack Daniel's Bonded Rye Bottled In Bond,108,111,2.8,success,
157908,WB10764,BenRiach 33 Years Old 1976 Single Cask Bottling Cask Nr.3551,101,114,12.9,success,
157915,WB43973,Bruichladdich 2007 Islay Barley - Rockside Farm,120,107,-10.8,success,
157923,WB192862,Arran 24 Years Old 1996 Premium Cask Nr.1996/1132,122,114,-6.6,success,
157927,WB113228,Bruichladdich 2008 Feis Ile 2018 Cask Nr.17/154-16,130,101,-22.3,success,
157928,WB17555,Balvenie 22 Years Old Tun 1401 Batch No. 1,101,103,2.0,success,
157929,WB16711,Balvenie 12 Years Old Signature Batch No. 3,103,108,4.9,success,
157935,WB45278,Arran 1996 Private Cask Nr.1996/2013,109,97,-11.0,success,
157937,WB132255,Bruichladdich 2008 Feis Ile 2019 Cask Nr.13/221-59,107,106,-0.9,success,
157938,WB159673,Bimber 2016 Single Cask Nr.15,99,106,7.1,success,
157942,WB182692,Bruichladdich 2009 Bere Barley,117,107,-8.5,success,
157943,WB136501,Bruichladdich 8 Years Old 2010 The Organic,99,106,7.1,success,
157949,WB200279,Bimber 2017 The Channel Cask Nr.109/4,114,109,-4.4,success,
157951,WB119799,Arran 21 Years Old 1997 Limited Edition Cask Nr.841,110,118,7.3,success,
157954,WB55278,Arran 16 Years Old 1997 Private Cask Nr.1997/518,90,121,34.4,success,
157956,WB41537,Arran 1997 Sherry Cask Nr.938,102,115,12.7,success,
157958,WB104492,Bruichladdich 2009 The Organic,104,111,6.7,success,
157959,WB210403,Glenallachie 2011 Cuvee Cask Finish,104,115,10.6,success,
157962,WB112160,Arran 21 Years Old 1997 Private Cask Nr.24,116,130,12.1,success,
157965,WB121696,Arran 20 Years Old 1998 Limited Edition Cask Nr.552,104,121,16.3,success,
157968,WB100805,Chichibu Ipa Cask Finish Ichiro's Malt,91,109,19.8,success,
157987,WB38609,Glengoyne 12 Years Old,97,110,13.4,success,
157999,WB101592,Chichibu 2012 Peated Cask Nr.2088,108,107,-0.9,success,
158001,WB194509,Arran 21 Years Old 1999 Premium Cask Nr.1999/220,106,117,10.4,success,
158003,WB44249,Arran 12 Years Old 1999 Vintage,125,93,-25.6,success,
158005,WB241068,Glengoyne 2012 Cask Owners Cask Nr.1645,81,98,21.0,success,
158018,WB57636,Glengoyne Cask Strength Batch 003,104,99,-4.8,success,
158019,WB72141,Arran 15 Years Old 2000 Private Cask Nr.2000/256,109,97,-11.0,success,
158026,WB16914,Bruichladdich 21 Years Old Limited Edition,120,95,-20.8,success,
158042,WB98032,Chichibu 2011 Ichiro's Malt X Kusuda,101,124,22.8,success,
158044,WB148432,Arran 10 Years Old 2004 Private Cask Nr.2004/7,113,122,8.0,success,
158046,WB225626,Bruichladdich 11 Years Old 2010 Micro Provenance Series Cask Nr.2247,103,117,13.6,success,
158055,WB200315,Arran 16 Years Old 2005 Premium Cask Nr.2005/001,111,125,12.6,success,
158057,WB100576,Arran 11 Years Old 2005 Private Cask Nr.05/800409,130,127,-2.3,success,
158061,WB91,Bruichladdich 40 Years Old,103,98,-4.9,success,
158064,WB127734,Arran 12 Years Old 2006 Private Cask Nr.2006/800463,128,96,-25.0,success,
158074,WB45651,Arran 13 Years Old Millennium Casks,86,110,27.9,success,
158076,WB8892,Arran 8 Years Old Moscatel Finish,110,111,0.9,success,
158080,WB42383,Bruichladdich Laddie Five O Feis Ile 2013,111,107,-3.6,success,
158081,WB126050,Arran Rum Finish V2018 Small Batch,118,105,-11.0,success,
158082,WB17476,Bowmore 12 Year Old Glass Printed Label,131,108,-17.6,success,
158087,WB84844,Arran The Madeira Cask Finish,81,101,24.7,success,
158088,WB116083,Arran The Marsala Cask Finish,103,105,1.9,success,
158089,WB33561,Arran The Devils Punch Bowl Limited Edition,98,102,4.1,success,
158090,WB5601,Bruichladdich 36 Years Old Dna,91,121,33.0,success,
158093,WB66261,Arran The Port Cask Finish,113,118,4.4,success,
158096,WB119154,Machrie Moor Cask Strength The Peated Arran Malt,108,125,15.7,success,
158100,WB58553,Machrie Moor Fifth Edition The Peated Arran Malt,106,126,18.9,success,
158103,WB92,Bruichladdich Infinity,89,119,33.7,success,
158104,WB163670,Machrie Moor Tenth Edition,94,109,16.0,success,
158109,WB33050,Bowmore 15 Year Old Feis Ile 2012,112,121,8.0,success,
158110,WB96780,Bowmore 11 Year Old Feis Ile 2017,100,118,18.0,success,
158111,WB44757,Aberfeldy 16 Years Old Ramble,88,115,30.7,success,
158112,WB34781,Aberfeldy 18 Years Old Chris Anderson Cask Nr.8510,100,116,16.0,success,
158113,WB237496,Aberfeldy 18 Years Old Batch 2923/B,110,121,10.0,success,
158115,WB52022,Bowmore 15 Year Old Darkest,96,125,30.2,success,
158116,WB90219,Bruichladdich 24 Years Old Black Art 5.1,101,127,25.7,success,
158122,WB132214,Bowmore 15 Year Old Feis Ile 2019,119,129,8.4,success,
158124,WB115430,Aberfeldy 23 Years Old 1994 Exceptional Cask Series Cask Nr.6979,113,131,15.9,success,
158125,WB209612,Bowmore 15 Year Old Feis Ile 2022,139,105,-24.5,success,
158128,WB69199,Bowmore 17 Year Old White Sands,121,111,-8.3,success,
158130,WB25,Aberfeldy 21 Years Old,112,114,1.8,success,
158132,WB53321,Aberfeldy 14 Years Old 1999 Saint Motel Single Cask Nr.20913,98,116,18.4,success,
158133,WB711,Bruichladdich 33 Years Old Legacy V,100,115,15.0,success,
158134,WB17477,Bowmore 17 Year Old Glass Printed Label,99,102,3.0,success,
158136,WB175533,Aberfeldy 2001 #Feldyroo Cask Nr.21514,94,104,10.6,success,
158139,WB1060,Ben Nevis 34 Years Old 1966 Fort William Limited Cask Nr.3663,98,105,7.1,success,
158142,WB712,Bruichladdich 14 Years Old Links Iv Turnberry 10Th,98,112,14.3,success,
158144,WB101589,Ben Nevis 49 Years Old 1966 Single Cask Nr.4299,112,117,4.5,success,
158145,WB101636,Ben Nevis 51 Years Old 1966 Single Cask Nr.4278,101,106,5.0,success,
158160,WB13021,Bowmore 21 Years Old 1971,107,99,-7.5,success,
158165,WB207453,Bruichladdich 25 Years Old Black Art 7.1,88,100,13.6,success,
158166,WB25089,Bruichladdich 25 Years Old Mcmlxxxv 3Rd Dna,120,107,-10.8,success,
158167,WB101588,Ben Nevis 20 Years Old 1996 Cask Nr.1440,103,107,3.9,success,
158168,WB141317,Ben Nevis 21 Years Old 1996 Cask Nr.1407,103,107,3.9,success,
158170,WB119152,Ben Nevis 21 Years Old 1996 Single Cask Nr.75,112,109,-2.7,success,
158171,WB230573,Ben Nevis 25 Years Old 1996 Cask Nr.856,130,121,-6.9,success,
158173,WB43694,Ben Nevis 15 Years Old 1996 Single Cask Nr.1653,108,120,11.1,success,
158177,WB179314,Ben Nevis 22 Years Old 1997 Single Cask Nr.199,95,112,17.9,success,
158179,WB110631,Ben Nevis 16 Years Old 1999 Cask Nr.422,115,114,-0.9,success,
158180,WB113114,Bowmore 1995 Hand-Filled At The Distillery Cask Nr.1304,125,114,-8.8,success,
158182,WB130092,Ben Nevis Mcdonalds Traditional,103,109,5.8,success,
158183,WB165509,BenRiach 21 Years Old The Twenty One,116,108,-6.9,success,
158184,WB165510,BenRiach 10 Years Old The Original Ten,117,115,-1.7,success,
158185,WB81935,BenRiach 10 Years Old,104,120,15.4,success,
158186,WB165512,BenRiach 12 Years Old The Twelve,114,111,-2.6,success,
158187,WB118664,BenRiach 12 Years Old Sherry Wood,100,120,20.0,success,
158190,WB119312,BenRiach 10 Years Old Triple Distilled,105,112,6.7,success,
158193,WB209613,Bowmore 25 Years Old Feis Ile 2022,107,125,16.8,success,
158198,WB159003,Jameson Caskmates Stout Edition,81,107,32.1,success,
158199,WB267090,Kilchoman 12 Years Old 2012 Unpeated,126,120,-4.8,success,
158201,WB44080,Bowmore 1999 Craftsmens Collection Mashmen's Selection,114,108,-5.3,success,
158202,WB83155,Bruichladdich Phd135 Feis Ile 2016,111,108,-2.7,success,
158203,WB55167,Bowmore 1995 Hand-Filled At The Distillery Cask Nr.1572,95,106,11.6,success,
158209,WB40185,BenRiach 36 Years Old 1976 Single Cask Bottling Cask Nr.731,95,106,11.6,success,
158211,WB34274,Octomore 5 Years Old Edition 05.1 169 PPM,89,107,20.2,success,
158212,WB25174,BenRiach 40 Years Old 1971 Single Cask Bottling - Batch 8 Cask Nr.1947,115,111,-3.5,success,
158213,WB118206,Bowmore 2004 Hand-Filled At The Distillery Cask Nr.378,115,103,-10.4,success,
158218,WB105923,Bowmore 2009 Hand-Filled At The Distillery Cask Nr.1568,122,107,-12.3,success,
158219,WB121600,Bowmore 2007 Hand-Filled At The Distillery Cask Nr.11052,110,107,-2.7,success,
158220,WB192097,Bowmore 2006 Hand-Filled At The Distillery Cask Nr.10122,99,103,4.0,success,
158223,WB756,Bowmore 21 Year Old White Stripe On Capsule,99,104,5.1,success,
158226,WB208386,Bowmore 22 Year Old,94,105,11.7,success,
158229,WB33205,Yellow Spot 12 Years Old,98,104,6.1,success,
158232,WB232099,Octomore 2012 Cask Nr.3078,92,129,40.2,success,
158235,WB135419,BenRiach 23 Years Old 1993 Distillery Exclusive,99,105,6.1,success,
158241,WB9531,Brora 22 Years Old 1972 Rare Malts Selection,116,128,10.3,success,
158242,WB13890,Jameson 18 Years Old Limited Reserve,93,95,2.2,success,
158249,WB104787,BenRiach 21 Years Old,95,121,27.4,success,
158252,WB229956,Glenallachie 10 Years Old 2012 Cuvee Cask Finish,122,116,-4.9,success,
158254,WB89297,BenRiach 22 Years Old Moscatel Wood Finish Series,99,102,3.0,success,
158255,WB56871,Kilchoman 2011 Port Cask Matured,113,109,-3.5,success,
158257,WB91066,Kavalan Solist Sherry Cask Nr.S081229020,95,109,14.7,success,
158258,WB197279,Bowmore 30 Year Old Edition 2021,112,110,-1.8,success,
158261,WB136737,Bowmore 36 Year Old Dragon Edition,109,107,-1.8,success,
158262,WB201336,Jameson Irish Whiskey Japan Edition,95,109,14.7,success,
158265,WB37334,Glenrothes 1970 Extraordinary Single Cask Collection Cask Nr.10573,109,109,0.0,success,
158268,WB110243,Kavalan Solist Sherry Cask Nr.S081223012,110,106,-3.6,success,
158271,WB40583,Talisker Port Ruighe Finished In Port Casks,127,116,-8.7,success,
158274,WB77516,Yamazaki Sherry Cask 2016 Edition,110,97,-11.8,success,
158277,WB104545,Yoichi Rum Wood Finish,111,112,0.9,success,
158280,WB111870,Talisker 40 Years Old 1978 The Bodega Series,123,111,-9.8,success,
158281,WB220854,Glenallachie 21 Years Old Batch Number Three,111,108,-2.7,success,
158282,WB181471,Kilchoman 2011 2012 Feis Ile 2021,84,103,22.6,success,
158283,WB57967,Hazelburn 10 Years Old,97,109,12.4,success,
158286,WB111369,Glenallachie 25 Years Old,114,113,-0.9,success,
158288,WB114242,BenRiach 12 Years Old 2005 Single Cask Bottling Cask Nr.6926,113,120,6.2,success,
158289,WB69742,Laphroaig Lp6 Elements of Islay,102,114,11.8,success,
158290,WB192648,Machrie Moor Peated Lochranza Malt,118,116,-1.7,success,
158291,WB228470,Ardbeg Anamorphic Committee Release,93,98,5.4,success,
158293,WB260984,Ardnahoe Infinite Loch Single Malt,79,97,22.8,success,
158297,WB35685,Caol Ila Cl4 Elements of Islay,118,102,-13.6,success,
158298,WB164078,Kilchoman 2011 Single Cask Release Nr.666/2011,93,101,8.6,success,
158300,WB96723,Ardbeg Ar9 Elements of Islay,88,97,10.2,success,
158301,WB215264,Glengoyne 26 Years Old Spirit Of Time,121,102,-15.7,success,
158302,WB16810,Kavalan Concertmaster Port Cask Finish,105,112,6.7,success,
158306,WB99305,Octomore Oc4 Elements of Islay,111,118,6.3,success,
158307,WB113848,BenRiach 11 Years Old 2007 Cask Bottling Cask Nr.7610,89,113,27.0,success,
158308,WB69746,Lagavulin Lg5 Elements of Islay,125,117,-6.4,success,
158309,WB85127,Laphroaig Lp7 Elements of Islay,90,101,12.2,success,
158311,WB101296,Bruichladdich Br7 Elements of Islay,102,98,-3.9,success,
158313,WB202107,Sakurao Single Malt,40,101,152.5,success,
158314,WB98782,Caol Ila Cl9 Elements of Islay,114,107,-6.1,success,
158316,WB111896,Lagavulin Lg9 Elements of Islay,110,103,-6.4,success,
158317,WB111840,Ardbeg Ar10 Elements of Islay,95,117,23.2,success,
158318,WB221128,Shizuoka United S First Edition,57,115,101.8,success,
158319,WB255738,Yamazaki Golden Promise 2024 Tsukuriwake Selection,45,112,148.9,success,
158320,WB128482,Nikka Tailored,44,119,170.5,success,
158321,WB72932,Nikka Miyagikyo Single Malt,44,116,163.6,success,
158323,WB114402,BenRiach 21 Years Old Temporis,122,125,2.5,success,
158326,WB157478,BenRiach Birnie Moss Peated Malt,86,96,11.6,success,
158327,WB110481,BenRiach Cask Strength Batch 2,110,116,5.5,success,
158328,WB79984,BenRiach Cask Strength Batch 1,109,109,0.0,success,
158331,WB35708,BenRiach Birnie Moss Intensely Peated,104,107,2.9,success,
158332,WB90216,BenRiach Heart Of Speyside,97,105,8.2,success,
158333,WB99059,Kavalan Solist Sherry Cask Nr.S081229036,127,114,-10.2,success,
158334,WB177471,Bowmore 27 Year Old Timeless Series,107,120,12.1,success,
158335,WB41290,Bowmore 25 Year Old Small Batch Release,99,119,20.2,success,
158336,WB225178,Bowmore 30 Year Old Edition 2022,92,115,25.0,success,
158337,WB221829,Bowmore 22 Year Old The Changeling,118,118,0.0,success,
158339,WB94418,BenRiach Peated Cask Strength Batch 1,97,109,12.4,success,
158341,WB83495,BenRiach Peated Quarter Casks,116,112,-3.4,success,
158344,WB3240,Brora 24 Years Old 1977 Rare Malts Selection,117,105,-10.3,success,
158349,WB425,Brora 30 Years Old 1St Release Diageo Special Releases 2002,114,114,0.0,success,
158350,WB191421,Method And Madness Rye And Malt Micro Distillery,129,114,-11.6,success,
158351,WB97183,Glen Scotia 25 Years Old,44,103,134.1,success,
158352,WB89128,Teeling 24 Years Old 1992,39,106,171.8,success,
158353,WB231725,InchDairnie RyeLaw Fife,41,102,148.8,success,
158355,WB2496,Ladyburn 31 Years Old 1975 Rare Ayrshire Signatory Vintage,48,105,118.8,success,
158356,WB194125,Bunnahabhain 12 Years Old Cask Strength Edition 2021,102,100,-2.0,success,
158357,WB110419,Bunnahabhain 18 Years Old Small Batch Distilled,125,104,-16.8,success,
158358,WB92639,Bunnahabhain 11 Years Old Pedro Ximenez Finish,122,104,-14.8,success,
158362,WB5582,Ardbeg 1974 Douglas Laing,54,109,101.9,success,
158364,WB111210,Bunnahabhain 2002 Spanish Oak Feis Ile 2018,108,107,-0.9,success,
158365,WB159365,Bunnahabhain 30 Years Old 1989 Spiorad An Dochais,104,108,3.8,success,
158366,WB132536,Bunnahabhain 2001 Sauternes Cask Feis Ile 2019,106,98,-7.5,success,
158367,WB164181,Bunnahabhain 22 Years Old 1997 Limited Release,97,103,6.2,success,
158370,WB114949,Bunnahabhain 2008 Moine Limited Release,99,102,3.0,success,
158371,WB111208,Bunnahabhain 2007 Moine Feis Ile 2018,117,101,-13.7,success,
158374,WB144528,Bunnahabhain 2004 The Coterie Exclusive,101,112,10.9,success,
158375,WB132256,Bunnahabhain 2008 Moine Feis Ile 2019,110,116,5.5,success,
158378,WB170607,Bunnahabhain 2012 The Coterie Exclusive,100,110,10.0,success,
158379,WB217910,Bunnahabhain 2008 The Coterie Exclusive,115,121,5.2,success,
158380,WB132928,Bunnahabhain 11 Years Old 2007 Limited Release,107,117,9.3,success,
158381,WB219592,Bunnahabhain 2009 The Coterie Exclusive,101,96,-5.0,success,
158382,WB37337,Bunnahabhain 40 Years Old Limited Edition,103,95,-7.8,success,
158384,WB4131,Bunnahabhain Toiteach,112,97,-13.4,success,
158385,WB230952,Bunnahabhain Feis Ile 2023 Feis Ile,105,98,-6.7,success,
158386,WB104986,Bunnahabhain Ceobanach Batch No 03,95,95,0.0,success,
158389,WB83919,Deanston 12 Years Old Un-Chill Filtered,112,116,3.6,success,
158390,WB123447,Deanston 10 Years Old Bordeaux Red Wine Cask Finish,123,125,1.6,success,
158391,WB90469,Deanston 10 Years Old Pedro Ximenez Finish,101,109,7.9,success,
158393,WB83178,Deanston 15 Years Old Organic Batch 1,120,114,-5.0,success,
158396,WB181888,Talisker 43 Years Old Xpedition Oak,107,120,12.1,success,
158397,WB127937,Glenfarclas 15 Years Old Cask Nr.3784,113,106,-6.2,success,
158398,WB33791,Deanston 1992 Spanish Oak Distillery Only,108,112,3.7,success,
158399,WB42253,Deanston 1998 Toasted Oak Distillery Only,115,116,0.9,success,
158401,WB133317,Deanston 23 Years Old 1995 Oloroso Matured,100,118,18.0,success,
158402,WB116466,Deanston 19 Years Old Muscat Finish,93,114,22.6,success,
158403,WB114181,Kilchoman 2012 Single Cask Release Nr.497/2012,102,128,25.5,success,
158404,WB231785,Deanston 7 Years Old 2013 Distillery Exclusive,121,126,4.1,success,
158405,WB20657,Glenfarclas 175Th Anniversary,94,122,29.8,success,
158406,WB166738,Deanston 2001 Warehouse 4,106,125,17.9,success,
158409,WB132715,Talisker Distillery Exclusive Bottling 2019,90,125,38.9,success,
158411,WB163733,Deanston Dragons Milk Stout Cask Finish,108,112,3.7,success,
158412,WB220590,Deanston Virgin Oak The Distillery Edition,88,108,22.7,success,
158418,WB83439,Talisker Limited Edition Available Only At The Distillery,104,110,5.8,success,
158426,WB1707,Glenrothes 1978,93,103,10.8,success,
158431,WB47396,Hazelburn 12 Years Old 2000 Private Bottling Cask Nr.899,116,113,-2.6,success,
158434,WB89022,Glenrothes 1992 Dows Cask,85,113,32.9,success,
158436,WB219488,Hazelburn 12 Years Old 2010 Oloroso Cask Matured,120,113,-5.8,success,
158437,WB3035,Talisker Special Vatting Distillery Only,108,118,9.3,success,
158440,WB92366,Glenrothes 1995 American Oak,96,111,15.6,success,
158443,WB97302,Glenrothes 2000 Single Cask Nr.2364,100,117,17.0,success,
158446,WB222392,Kavalan Solist Sherry Cask Nr.S170510077D,118,107,-9.3,success,
158447,WB69195,Glenrothes 2001,109,106,-2.8,success,
158448,WB103097,Glenrothes 2006 Single Cask Nr.5465,107,110,2.8,success,
158455,WB55208,Glenrothes Sherry Cask Reserve,103,108,4.9,success,
158459,WB90269,Jack Daniel's 150Th Anniversary Of The Jack Daniels Distillery,98,107,9.2,success,
158460,WB15863,Jack Daniel's Old No 7,108,98,-9.3,success,
158462,WB178017,Old Pulteney 2006 Single Cask Nr.1445,105,112,6.7,success,
158465,WB143662,Jack Daniel's No 27 Gold Year Of The Dog,117,111,-5.1,success,
158467,WB32866,Glenfarclas 58 Years Old 1953 Cask Nr.1674,101,113,11.9,success,
158474,WB77051,Glengoyne 2000 Single Cask Nr.205 15 Years Old,112,117,4.5,success,
158476,WB184543,Old Pulteney 2008 Flotilla - The Maritime Malt,118,105,-11.0,success,
158481,WB35965,Glenfarclas 58 Years Old 1953 Cask Nr.1675,129,121,-6.2,success,
158483,WB89939,Old Pulteney 35 Years Old 2Nd Release,99,111,12.1,success,
158485,WB232132,Old Pulteney Distillery Exclusive French Oak Cask Matured,112,111,-0.9,success,
158486,WB155850,Port Ellen 40 Years Old 1979 9 Rogue Casks,107,118,10.3,success,
158493,WB90354,Kavalan Selection Sherry Cask Nr.S100203018A,114,111,-2.6,success,
158499,WB143,Glenfarclas 46 Years Old 1954,114,106,-7.0,success,
158501,WB126725,Deanston 12 Years Old Palo Cortado Finish Distillery Exclusive,92,104,13.0,success,
158509,WB2748,Bunnahabhain 16 Years Old Feis Ile 2007 Cask Nr.276,109,113,3.7,success,
158511,WB122230,Ben Nevis 10 Years Old Batch 1,110,116,5.5,success,
158512,WB108586,Kilchoman Comraich Batch No. 1,101,116,14.9,success,
158515,WB173484,Kavalan Selection Virgin Oak Cask Nr.N090220001,111,116,4.5,success,
158516,WB124500,Oban Bay Reserve The Night's Watch - Game of Thrones,106,121,14.2,success,
158524,WB18006,Kavalan Single Malt Whisky,102,115,12.7,success,
158528,WB157610,Kavalan Distillery Select No. 2,117,118,0.9,success,
158529,WB140283,Kavalan Selection French Wine Cask Cask Nr.AS121213006A,99,101,2.0,success,
158530,WB116198,Kavalan Distillery Select,103,99,-3.9,success,
158534,WB163636,Nc'Nean Organic Batch No.1,102,103,1.0,success,
158535,WB93107,Arran 16 Years Old 2000 Private Cask Nr.2000/297,97,103,6.2,success,
158541,WB91030,Kavalan Selection Sherry Cask Nr.S100201006A,90,101,12.2,success,
158543,WB230652,Kilchoman European Tour 2023,112,101,-9.8,success,
158546,WB226426,Kavalan Selection Port Cask Nr.O140305018A,102,102,0.0,success,
158549,WB175603,Kavalan Selection Port Cask Nr.O111125043A,129,102,-20.9,success,
158550,WB87281,Kavalan Selection Sherry Cask Nr.S081215025,78,101,29.5,success,
158561,WB242599,Isle of Raasay Dùn Cana First Edition,101,107,5.9,success,
158569,WB127924,Ben Nevis 50 Years Old 1966 Cask Nr.3641,117,122,4.3,success,
158571,WB127171,Hazelburn 14 Years Old 2004 Oloroso Cask Matured,111,111,0.0,success,
158572,WB141281,Kavalan Solist Sherry Cask Nr.S060821025,108,109,0.9,success,
158573,WB214140,Kavalan Solist Port Cask Nr.O101006003A,99,117,18.2,success,
158575,WB165213,Hazelburn 13 Years Old 2007 Oloroso Cask Matured,99,115,16.2,success,
158576,WB40983,Kilchoman Loch Gorm 1St Edition,92,111,20.7,success,
158578,WB87160,Kilchoman 6 Years Old Original Cask Strength Quarter Cask Matured,97,106,9.3,success,
158584,WB88028,Macallan Classic Travel Range 1920s Locomotive,90,106,17.8,success,
158585,WB57850,Kilchoman Machir Bay European Tour 2014,126,108,-14.3,success,
158595,WB141321,Kavalan Solist Port Cask Nr.O111125058A,85,95,11.8,success,
158597,WB118392,Kilchoman Machir Bay European Tour 2018,79,103,30.4,success,
158603,WB179346,Kilchoman Px Sherry Cask Matured 2021 Edition,111,105,-5.4,success,
158607,WB73189,Port Charlotte 2008 Islay Barley,105,105,0.0,success,
158609,WB62993,Kilchoman 5 Years Old Saligo Bay,116,110,-5.2,success,
158611,WB233643,Kavalan Solist Port Cask Nr.O101006030A,100,113,13.0,success,
158612,WB1292,Ardbeg 1976 Cask Nr.2395,94,107,13.8,success,
158614,WB222039,Kilchoman Sweden Small Batch Release No. 3,118,103,-12.7,success,
158619,WB141991,Ben Nevis 19 Years Old 1996 Cask Nr.1424,108,113,4.6,success,
158621,WB140666,Kavalan Solist Sherry Cask Nr.S090608006A,112,110,-1.8,success,
158636,WB99218,Littlemill 27 Years Old 1990 Private Cellar Edition,104,106,1.9,success,
158638,WB58624,Arran 17 Years Old 1996 The Dark Lord Private Cask Nr.1996/2025,103,111,7.8,success,
158639,WB181264,Balvenie 12 Years Old Single Barrel Nr.22068,107,97,-9.3,success,
158647,WB134766,Littlemill 1992 Vintage,86,99,15.1,success,
158658,WB174449,Kavalan Solist Sherry Cask Nr.S100205003A,88,101,14.8,success,
158663,WB22925,Tamdhu 10 Years Old Fine Single Malt,127,98,-22.8,success,
158664,WB75461,Glenfarclas 1957 Cask Nr.2110,112,110,-1.8,success,
158666,WB165497,Kavalan Solist Fino Cask Nr.FI100707021A,94,108,14.9,success,
158667,WB226200,Kavalan Solist Sherry Cask Nr.S140730021A,105,103,-1.9,success,
158668,WB224353,Arran Peated Sherry Cask Peated,112,113,0.9,success,
158671,WB170427,Tamdhu 2006 Single Cask Nr.1913,98,113,15.3,success,
158683,WB194831,Miyagikyo Peated Nikka Discovery,118,113,-4.2,success,
158699,WB162012,Tamdhu 2006,92,105,14.1,success,
158701,WB102098,Machrie Moor Eighth Edition The Peated Arran Malt,107,115,7.5,success,
158703,WB39837,Kavalan Sherry Oak,84,110,31.0,success,
158705,WB124125,Tamdhu Batch Strength Batch 004,108,116,7.4,success,
158708,WB106032,Glenfarclas 1992 Cask Nr.2901,92,110,19.6,success,
158709,WB89596,Tamdhu Batch Strength Batch 002,100,100,0.0,success,
158710,WB217155,BenRiach Malting Season Second Edition,90,98,8.9,success,
158716,WB191376,Tamdhu Cigar Malt Limited Release Batch 1,109,105,-3.7,success,
158725,WB209117,Tamdhu Dalbeallie Dram Collector's Journey 05,81,101,24.7,success,
158730,WB115569,Glenrothes 1988 Second Edition,96,108,12.5,success,
158735,WB51516,Hazelburn 10 Years Old 2003 Rundlets & Kilderkins,97,110,13.4,success,
158739,WB44988,Glenfarclas 55 Years Old 1958 Cask Nr.2064,110,108,-1.8,success,
158740,WB1214,Talisker 1988 The Distillers Edition Cask Nr.TD-S: 5CO,102,110,7.8,success,
158741,WB19904,BenRiach 12 Years Old Horizons Triple Distilled,89,106,19.1,success,
158742,WB194490,Kavalan Solist Port Cask Nr.O111125029A,92,113,22.8,success,
158744,WB56687,BenRiach 18 Years Old 1996 Single Cask Bottling Cask Nr.3610,93,102,9.7,success,
158745,WB89557,Arran The Sherry Cask Finish,106,103,-2.8,success,
158746,WB102456,Arran Quarter Cask The Bothy Batch 3,123,108,-12.2,success,
158750,WB83529,Balvenie Tun 1509 Batch No. 3,82,111,35.4,success,
158752,WB141596,Bunnahabhain 30 Years Old 1988,114,108,-5.3,success,
158755,WB25278,Talisker 2000 The Distillers Edition Cask Nr.TD-S: 5NZ,109,112,2.8,success,
158756,WB87069,Ben Nevis 31 Years Old 1984 Single Cask Nr.98/35/02,100,106,6.0,success,
